key,0,1,2,3,4,5
132,0,0,0,"Seekers of the Sun","","El autoproclamado clan de los Seekers of the Sun es el clan diurno
de la raza Miqo'te. Su preferencia por la cálida luz del día
impregna todos los aspectos de su cultura, como muestra su profunda
reverencia a Azeyma, la Guardiana, protectora del sol y diosa de la
indagación.

Quizá sean más conocidos por sus llamativos ojos －fruto
de sus pupilas verticales y el tenue color de sus iris. Tampoco
es raro que sus ojos sean de distinto color de nacimiento, un rasgo
considerado auspicioso entre su especie.

Las tribus Seeker se pueden encontrar por toda Eorzea, con grandes
concentraciones cerca de Limsa Lominsa y del desierto de Sagolii"
133,0,0,0,"","",""
134,0,0,0,"Keepers of the Moon","","Los Miqo'te nocturnos se han dado a sí mismos el nombre de Keepers
of the Moon. Intimidados por la luz deslumbrante del día, se
deleitan en el manto de la noche, y la mayoría rinde culto a
Menphina, la Amante, diosa de la luna.

Se distinguen de sus primos diurnos por su pelaje más oscuro,
orejas más grandes, ojos más redondos, caninos más pronunciados,
y colas más largas y finas. La aplicación ritual de pintura de guerra
en el rostro se sigue practicando, pues se cree que los vivos colores
otorgan poderes lunares.

Tras muchos veranos de conflicto con el pueblo de Gridania,
los Keepers por fin han hecho las paces con los habitantes
de la ciudad-estado silvana, y algunos incluso han decidido
establecer allí su hogar."
135,0,0,0,"","",""
136,0,0,0,"Sea Wolves","","Hace mucho, ningún navío ni aldea costera se libraba de
la furia de los Sea Wolves y su estilo marítimo de
brutalidad. La mera mención del clan bastaba para helar
el corazón de quienes se ganaban la vida en el mar. Los
Sea Wolves provienen de las islas de los mares del lejano
norte, donde aún subsisten como pescadores y pescadoras.

No fue hasta el gran despliegue de la armada de
Limsa Lominsa que menguó el apetito pirata de los Sea Wolves.
Hoy en día no es raro verlos empleados como marineros o
mercenarios navales en todo tipo de navíos. Sin embargo,
jamás han olvidado las costumbres de su tierra natal,
y aún emplean la antigua lengua roegadyn en sus nombres."
137,0,0,0,"","",""
138,0,0,0,"Hellsguard","","Los Hellsguard son un clan Roegadyn de cuerpo y mente
templados por el calor inclemente de las regiones volcánicas
que habitan. Creyendo que estas montañas de fuego son puertas
al inframundo, su estirpe ha montado guardia durante siglos
para evitar el paso de almas de vuelta al reino de los vivos.

Como el duro entorno de sus tierras natales produce escaso
sustento, los segundos y terceros hijos suelen ser enviados
fuera de sus aldeas montañosas, y muchos de ellos terminan
en las grandes ciudades. Allí, su enorme corpulencia y su
talante férreo los convierten en soldados y mercenarios
muy solicitados, lo que permite a los jóvenes, incluso de
las familias más numerosas, superar en prosperidad a sus
hermanos mayores."
139,0,0,0,"","",""
140,0,0,0,"Au Ra<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","Los cuernos curvados y las escamas con hermosos patrones que caracterizan
a los Au Ra suelen dar pie a especulaciones sobre si esta raza, similar a
los Hyur, nativa del lejano continente oriental de Othard, es en realidad
descendientes de dragones. Esto, sin embargo, lleva tiempo en disputa, y los
eruditos señalan varias diferencias notables entre ambas razas como prueba
de orígenes claramente dispares: la primera y más importante, la audición
mejorada y el reconocimiento espacial que otorgan las proyecciones
craneales de los Au Ra (rasgos no atribuidos a los cuernos dracónicos),
y la segunda, la enorme desproporción de masa corporal entre machos y
hembras Auri (de nuevo, un rasgo ausente en los dragones)."
141,0,0,0,"","",""
142,0,0,0,"Raen","","El mito de la creación Auri habla de un Padre del Alba
y una Madre del Crepúsculo de quienes descienden todos
los Au Ra. Los Raen creen que por sus venas corre
espesamente la sangre del primero —sus brillantes
escamas blancas y su férrea voluntad sirven de prueba
de este linaje divino.

A diferencia de su clan hermano, los Xaela, que tiñen la
tierra de sangre con interminables conflictos tribales,
los Raen han abrazado una vida de tranquilidad y soledad,
tras abandonar hace tiempo el estilo de vida nómada de sus
antepasados para asentarse en los profundos valles de las
regiones montañosas orientales de Othard. Solo en raras
ocasiones emerge alguno de las nieblas del valle para
buscar aventuras en reinos lejanos."
143,0,0,0,"","",""
144,0,0,0,"Xaela","","El mito de la creación Auri habla de un Padre del Alba
y una Madre del Crepúsculo de quienes descienden todos
los Au Ra. Los Xaela creen que por sus venas corre
espesamente la sangre de la última —sus lustrosas escamas
negras y su voluntad ardiente sirven de prueba de este
linaje divino.

A diferencia de su clan hermano, los Raen, que llevan
vidas solitarias ocultos tras los salvajes picos de los
confines orientales de Othard, los Xaela son espíritus
libres que recorren la vasta estepa occidental en tribus
muy unidas, cazando, recolectando y guerreando como
lo han hecho sus antepasados durante incontables
generaciones."
145,0,0,0,"","",""
146,0,0,0,"","",""
147,0,0,0,"","",""
148,0,0,0,"","",""
149,0,0,0,"","",""
150,0,0,0,"","",""
151,0,0,0,"","",""
152,0,0,0,"Personalizado","",""
153,0,0,0,"","",""
154,0,0,0,"Halone","",""
155,0,0,0,"La Furia","",""
156,0,0,0,"Menphina","",""
157,0,0,0,"La Amante","",""
158,0,0,0,"Thaliak","",""
159,0,0,0,"El Erudito","",""
160,0,0,0,"Nymeia","",""
161,0,0,0,"La Tejedora","",""
162,0,0,0,"Llymlaen","",""
163,0,0,0,"La Navegante","",""
164,0,0,0,"Oschon","",""
165,0,0,0,"El Caminante","",""
166,0,0,0,"Byregot","",""
167,0,0,0,"El Constructor","",""
168,0,0,0,"Rhalgr","",""
169,0,0,0,"El Destructor","",""
170,0,0,0,"Azeyma","",""
171,0,0,0,"La Custodia","",""
172,0,0,0,"Nald'thal","",""
173,0,0,0,"Los Mercaderes","",""
174,0,0,0,"Nophica","",""
175,0,0,0,"La Matrona","",""
176,0,0,0,"Althyk","",""
177,0,0,0,"El Guardián","",""
178,0,230904,0,"Gladiador"," ","Los gladiadores se especializan en el manejo de toda clase de
armas blancas de una mano, desde dagas hasta espadas largas, ya
sean de un solo filo o de doble filo, rectas o curvas. Una
característica definitoria de este arte es su énfasis en tácticas
de combate diversas, que entrena a sus miembros para aplicar sus
habilidades marciales en cualquier situación. Por ello, hay
practicantes que combinan la espada con el escudo, buscando defender
a sus compañeros. Otros optan por dejar la mano contraria libre,
prefiriendo centrarse por completo en su brazo armado. En todos los
casos, el antiguo arte de la espada convierte al gladiador en un
adversario formidable en cualquier enfrentamiento.

Profesión Correspondiente: Paladín"
179,0,0,0,"","",""
180,0,230905,0,"Pugilista"," ","The path of the pugilist is one of incessant training aimed at mastering
the traditional techniques of hand-to-hand combat. Though they
command formidable power when unarmed, they are wont to use metal,
leather, and bone weaponry to maximize their destructive potential.

Their preference for fighting at close quarters makes negotiating
distances an absolute necessity. This is why many pugilists are quick
to learn that lightweight gear allowing for maximum agility ensures them
better success in battle than does cumbersome plate or chain.

Corresponding Job: Monk"
181,0,0,0,"","",""
182,0,230906,0,"Merodeador"," ","The marauder is a combat specialist whose weapon of choice is
the greataxe－a fearsome arm emblematic of Eorzea's pirates.
Their approach to battle is one of brute force, relying on strength
and steel to crush enemies and sunder weapons. They are highly
sought after for their ferocity and intimidating presence, and are
often employed to hunt down monsters plaguing the land, or to turn
the tide of battle between warring nations.

Corresponding Job: Warrior"
183,0,0,0,"","",""
184,0,230907,0,"Lancero"," ","The strategy of the lancers is to outrange and fluster opponents
with their long, two-handed polearms, peppering them with a barrage
of thrusting attacks. They are trained with a number of weapons,
giving a diversity to their attacks that makes them extremely
versatile combatants.

In former times, the longspear saw the most widespread use,
due in great part to the influence of the proud lancer legions of
Ala Mhigo. Since then, the guild has greatly expanded its armories
to include a variety of weaponry, such as the halberd and the trident.

Corresponding Job: Dragoon"
185,0,0,0,"","",""
186,0,230908,0,"Arquero"," ","The enduring popularity of the bow is a testament to its elegant
design, but this simple weapon would be of little worth without the
surpassing skill of those who master it－the archers. Projectile
techniques such as high-angle fire enable archers to assail their
foes with deadly precision even at great distances.

Constant assessment of the battlefield enables them to carefully
determine the most advantageous ground from which to loose,
as well as the nature of the arrows best suited to their enemy.
Together with the longbow sentries of the Elezen military, the
shortbow hunters among the Miqo'te are widely regarded as
most skilled with the bow.

Corresponding Job: Bard"
187,0,0,0,"","",""
188,0,230909,0,"Elementalista"," ","Conjury calls upon elemental forces present in nature and concentrates
them to a potency at which spells can be woven. Through practiced
meditation on the essences of creation, conjurers draw forth and
absorb aether from their immediate surroundings. A wand or cane
made from unworked wood is then utilized to focus the aether until it
manifests as the desired spell. The seat of the Conjurers' Guild lies at
Stillglade Fane in Gridania, where the voices of Eorzea's elementals are
said to be most powerful.

Corresponding Job: White Mage"
189,0,0,0,"","",""
190,0,230910,0,"Taumaturgo"," ","In the hands of a skilled practitioner, thaumaturgy can be a force of
terrifying destruction. At the heart of this school of magic lies the
ability to call forth and command the latent aether within oneself
through deep introspection. To then mold that aether into sorcery,
the thaumaturge makes use of a scepter or staff, within which is
housed a medium－a natural stone imbued with magical properties.

Corresponding Job: Black Mage"
191,0,0,0,"","",""
192,0,230929,0,"Arcanista"," ","Adepts of the art of arcanum derive their might from symbols of power
born of geometric techniques hailing from across the southern seas.
Held within occult grimoires, these symbols lend shape to the arcanist's
aether, thereby allowing him to produce myriad powerful spells. Using
the selfsame symbols to unlock the latent power contained within
gemstones, arcanists are also able to summon forth the familiar known
as Carbuncle to carry out their bidding.

Corresponding Jobs: Summoner, Scholar"
193,0,0,0,"","",""
194,0,0,0,"","",""
195,0,0,0,"","",""
196,0,0,0,"","",""
197,0,0,0,"","",""
198,0,0,0,"","",""
199,0,0,0,"","",""
200,0,0,0,"Presets","",""
201,0,0,0,"Height","",""
202,0,0,0,"Skin Color","",""
203,0,0,0,"Voice","",""
