50,"TEXT_KINGKW304_05505_SYSTEM_000_010","In order to accept the quest “Final Phantasm,” please ensure that <hex:02310CFF05>Item<hex:03E802020203> and <hex:02310CFF05>Item<hex:03E803020203> are either equipped, in your Armoury Chest, or in your inventory."
51,"TEXT_KINGKW304_05505_SYSTEM_000_011","In order to accept the quest “Final Phantasm,” please ensure that <hex:02310CFF05>Item<hex:03E802020203> is either equipped, in your Armoury Chest, or in your inventory."
52,"TEXT_KINGKW304_05505_LYDIRCEIL_000_012","If I'm bein' honest, I ain't got the faintest idea what Gerolt's on about with all this memory lark."
53,"TEXT_KINGKW304_05505_SYSTEM_000_013","Please note that upon completing the quest “Final Phantasm,” you will receive a phantom weapon for <hex:0208B0E4E9450BFF15>an <hex:02280EFF09>ClassJob<hex:E9450103><hex:FF94><hex:020890E4E9450FFF15>an <hex:02280EFF09>ClassJob<hex:E9450103><hex:FF74><hex:020870E4E94506FF15>an <hex:02280EFF09>ClassJob<hex:E9450103><hex:FF54><hex:020850E4E9451BFF15>an <hex:02280EFF09>ClassJob<hex:E9450103><hex:FF34><hex:020830E4E94522FF15>an <hex:02280EFF09>ClassJob<hex:E9450103><hex:FF14>a <hex:02280EFF09>ClassJob<hex:E9450103><hex:03><hex:03><hex:03><hex:03><hex:03>."
54,"TEXT_KINGKW304_05505_Q1_000_000","What will you do?"
55,"TEXT_KINGKW304_05505_A1_000_001","Undertake this quest as another job."
56,"TEXT_KINGKW304_05505_A1_000_002","Undertake this quest as <hex:0208B0E4E9450BFF15>an <hex:02280EFF09>ClassJob<hex:E9450103><hex:FF94><hex:020890E4E9450FFF15>an <hex:02280EFF09>ClassJob<hex:E9450103><hex:FF74><hex:020870E4E94506FF15>an <hex:02280EFF09>ClassJob<hex:E9450103><hex:FF54><hex:020850E4E9451BFF15>an <hex:02280EFF09>ClassJob<hex:E9450103><hex:FF34><hex:020830E4E94522FF15>an <hex:02280EFF09>ClassJob<hex:E9450103><hex:FF14>a <hex:02280EFF09>ClassJob<hex:E9450103><hex:03><hex:03><hex:03><hex:03><hex:03>."
57,"TEXT_KINGKW304_05505_SYSTEM_000_015","Please speak with Lydirceil again when you are ready to undertake this quest."
58,"TEXT_KINGKW304_05505_LYDIRCEIL_000_016","Best we 'ear the details from the genius weaponsmith 'imself!"
59,"TEXT_KINGKW304_05505_GEROLT_000_017","Let's get one thing straight: yer phantom weapon's already in a state o' perfection few could even hope to replicate. It's the bleedin' epitome of economical design."
60,"TEXT_KINGKW304_05505_GEROLT_000_018","Give it to some untrained whelp, an' it'd still sing, I tell ye."
61,"TEXT_KINGKW304_05505_LYDIRCEIL_000_019","I'm 'earin' nothin' but positives. Where's the problem?"
62,"TEXT_KINGKW304_05505_GEROLT_000_020","Yer missin' the point. Given time, even the sorriest excuse for a blade can unleash power beyond belief─it's all a matter of acclimatization."
63,"TEXT_KINGKW304_05505_GEROLT_000_021","With the phantom weapon though, there ain't no imperfections to compensate for, no quirks to master─no chance for that process o' meldin' between weapon an' wielder to occur."
64,"TEXT_KINGKW304_05505_GEROLT_000_022","Hence me idea to reverse engineer that process by infusin' it with yer memories─creatin' a weapon that's truly unique in doin' so. That's me vision for this final phase o' the endeavor!"
65,"TEXT_KINGKW304_05505_LYDIRCEIL_000_023","I think I get the gist... We're usin' memories to restore the special somethin' that makes a weapon tick─metaphorical nicks an' scratches, if ye will."
66,"TEXT_KINGKW304_05505_GEROLT_000_024","Aye, that about sums it up. Anyroad, I reckon I've figured out the perfect vessel for storin' <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>'s martial memories."
67,"TEXT_KINGKW304_05505_DODOKKULI_000_025","Might you be referring to the knowledge crystals the expedition encountered on the isle? As it happens, I have one in my possession!"
68,"TEXT_KINGKW304_05505_DODOKKULI_000_026","Here. This one is entirely devoid of ancient memories. I'd been planning to examine it further, but I'd much rather see it put to practical use!"
69,"TEXT_KINGKW304_05505_BRIGID_000_027","I wish to offer my services too. Once the knowledge crystal is brimming with recollections, I shall happily handle the merger of memory and weapon."
70,"TEXT_KINGKW304_05505_BRIGID_000_028","I must warn you, however, that older recollections will not be fit for purpose. Only the freshest memories will provide an accurate reflection of your current strengths."
71,"TEXT_KINGKW304_05505_GEROLT_000_029","Right, <hex:02080EE905FF05>lass<hex:FF04>lad<hex:03>! I say you revisit a few recent battlegrounds and get that crystal filled up!"
72,"TEXT_KINGKW304_05505_SYSTEM_000_030","You may fill your knowledge crystal with martial memories by completing duties and field operations."
73,"TEXT_KINGKW304_05505_SYSTEM_000_031","Use the knowledge crystal itself to gauge your progress and verify which duties and field operations are applicable."
74,"TEXT_KINGKW304_05505_SYSTEM_000_032","Please note that the current quest “Final Phantasm” cannot be abandoned via the journal. Should you wish to do so, speak with Lydirceil."
75,"TEXT_KINGKW304_05505_LYDIRCEIL_000_035","Adventure beckons? Well, I won't try an' keep ye."
76,"TEXT_KINGKW304_05505_SYSTEM_000_040","This quest can be abandoned at any time. Please be warned, however, any accumulated martial memories will be forfeit."
77,"TEXT_KINGKW304_05505_SYSTEM_000_045","Abandon the quest “Final Phantasm”?"
78,"TEXT_KINGKW304_05505_SYSTEM_000_050","Are you sure you wish to proceed?"
79,"TEXT_KINGKW304_05505_SYSTEM_000_055","Abandoning this quest will forfeit any accumulated martial memories. If you choose to proceed with the quest at a later date, you will need to fill the knowledge crystal anew."
80,"TEXT_KINGKW304_05505_SYSTEM_000_060","I understand and wish to abandon the quest."
81,"TEXT_KINGKW304_05505_LYDIRCEIL_000_065","In truth, I'm still tryin' to wrap me head around the 'ole concept, but with yer own memories infused, that weapon'll be like no other─that's for damn sure."
82,"TEXT_KINGKW304_05505_BRIGID_000_070","Your weapon will be woven with a rich tapestry of martial memories─each bolstering its potential beyond measure!"
83,"TEXT_KINGKW304_05505_GEROLT_000_100","Make sure ye fill that knowledge crystal right to the brim. I know it's hard graft, but this is the final stretch─can't let all that hard work go to waste!"
84,"TEXT_KINGKW304_05505_GEROLT_000_200","Filled that crystal? Unequip yer bleedin' phantom weapon, then."
85,"TEXT_KINGKW304_05505_GEROLT_000_201","Filled up that knowledge crystal, did ye? Go on then, hand it over."
86,"TEXT_KINGKW304_05505_SYSTEM_000_202","After handing over the knowledge crystal, your phantom weapon will be infused with martial memories."
87,"TEXT_KINGKW304_05505_SYSTEM_000_203","However, please note that any affixed materia will be lost in the process."
88,"TEXT_KINGKW304_05505_GEROLT_000_204","Look at the bleedin' thing! It's practically overflowin' with memories."
89,"TEXT_KINGKW304_05505_GEROLT_000_205","I'll need some ecliptic arcanite to help 'em bind to the weapon, but ye won't have to fork over any more tomestones to Ermina─there's enough left from last time."
90,"TEXT_KINGKW304_05505_GEROLT_000_206","This is it. The final step!"
91,"TEXT_KINGKW304_05505_GEROLT_000_207","I tinkered with the weapon's core to ensure those memories hold fast. I'll leave the meldin' to you."
92,"TEXT_KINGKW304_05505_BRIGID_000_208","Aha! Time for me and my orb to shine!"
93,"TEXT_KINGKW304_05505_BRIGID_000_209","But before we begin, I wish to know what ideal form you envisage for your phantom weapon."
94,"TEXT_KINGKW304_05505_BRIGID_000_210","Combat is complex and ever-changing─each battle a blank canvas awaiting its masterwork. Will you vanquish enemies with a flurry of strikes, or channel your strength into a single deadly blow? Perhaps you might instead seek to mitigate incoming damage... Thus does the martial maestro express their art."
95,"TEXT_KINGKW304_05505_BRIGID_000_211","If you have a particular vision in mind, pray share it with me!"
96,"TEXT_KINGKW304_05505_SYSTEM_000_212","You can choose three attributes to add to your augmented phantom weaponry. One of these attributes will be set to a lower value than the other two."
97,"TEXT_KINGKW304_05505_SYSTEM_100_212","Once you have adjusted the values to your liking, select “Confirm” to finalize your decision."
98,"TEXT_KINGKW304_05505_SYSTEM_000_213","Please note that if you wish to readjust these attributes after completing the current quest, you will need to provide Brigid with chunks of ecliptic arcanite. Consider your choices carefully."
99,"TEXT_KINGKW304_05505_BRIGID_000_214","Now to duplicate the memories contained within the knowledge crystal and merge them with your phantom weapon..."
100,"TEXT_KINGKW304_05505_BRIGID_100_214","Yes, that ought to do it..."
101,"TEXT_KINGKW304_05505_BRIGID_000_215","Ta-daaa! My work is complete!"
102,"TEXT_KINGKW304_05505_GEROLT_000_216","A martial master's vivid memories from the heat o' battle, blended with the finest craftsmanship in the bleedin' realm... An' not a trace of illusory magicks to constrain its potential!"
103,"TEXT_KINGKW304_05505_GEROLT_000_217","Yer <hex:02310CFF05>Item<hex:04E802020203>'s the pinnacle o' war-wagin' perfection!"
104,"TEXT_KINGKW304_05505_GEROLT_000_218","Yer <hex:02310CFF05>Item<hex:04E802020203> an' <hex:02310CFF05>Item<hex:04E803020203> are the pinnacle o' war-wagin' perfection!"
105,"TEXT_KINGKW304_05505_GEROLT_000_219","Now, as much as it pains to me to admit, this weren't no solo endeavor."
106,"TEXT_KINGKW304_05505_GEROLT_000_220","Goes without sayin' that you did the lion's share o' the grunt work, <hex:02080EE905FF05>lass<hex:FF04>lad<hex:03>, but I couldn't have done this without the rest of ye, too."
107,"TEXT_KINGKW304_05505_GEROLT_000_221","Not a bad crew, all told!"
108,"TEXT_KINGKW304_05505_LYDIRCEIL_000_222","Was that a moment o' genuine 'umility just now? Where's Gerolt, an' what've ye done to 'im!? Jokin' aside, I'm glad the 'Ouse o' Splendors introduced ye."
109,"TEXT_KINGKW304_05505_LYDIRCEIL_000_223","Speakin' of, d'ye reckon yer debts are almost repaid?"
110,"TEXT_KINGKW304_05505_GEROLT_000_224","Me debts?"
111,"TEXT_KINGKW304_05505_GEROLT_000_225","I'd forgotten all about 'em! No use in frettin' over a few gil when there's ancient techniques to learn an' godly weapons to craft."
112,"TEXT_KINGKW304_05505_DODOKKULI_000_226","While your dedication is laudable, a little fiscal responsibility wouldn't go amiss..."
113,"TEXT_KINGKW304_05505_GEROLT_000_227","Anyroad, that's all we can do for you on this blasted rock. Time ye got out there an' put that phantom weapon through its paces!"
114,"TEXT_KINGKW304_05505_SYSTEM_100_227","Speak with Brigid in the phantom village if you wish to readjust the attributes of your phantom weapon."
115,"TEXT_KINGKW304_05505_SYSTEM_000_228","The chunks of ecliptic arcanite required for readjustment can be obtained from Ermina, who is also stationed in the phantom village."
116,"TEXT_KINGKW304_05505_GEROLT_000_229","Come to think of it, I better give the Archive his bleedin' knife back..."
117,"TEXT_KINGKW304_05505_SYSTEM_000_230","To unlock the next quest, you must complete the sidequest “Wisdom's End.”"
